,id,female,age,school,asvab2,asvab3,asvab4,asvab5,asvab6,asvabc,height,weight85,weight94,sch_moth,sch_fath,siblings,library,pov78,exp,earnings,hours,tenure,collbarg,urban,ethnic,educ,faith,region,cat_emp,marital
122,321.0,female,44.0,16.0,58.0,57.0,59.0,41.0,42.0,59.809376,66.0,140.0,170.0,10.0,12.0,4.0,yes,no,17.365385,41.66,24.0,16.51923,no,yes,white,degree,protestant,north eastern,government,married
123,327.0,female,44.0,16.0,64.0,61.0,56.0,49.0,61.0,63.35343,69.0,140.0,170.0,15.0,16.0,3.0,yes,no,20.442308,10.75,45.0,2.5,no,no,white,degree,protestant,north eastern,private,divorced
124,332.0,male,38.0,9.0,45.0,48.0,44.0,42.0,51.0,46.1784,68.0,165.0,210.0,5.0,6.0,5.0,no,yes,18.0,7.0,50.0,1.25,no,2.0,hispanic,none,catholic,southern,private,divorced
125,336.0,male,39.0,12.0,38.0,47.0,44.0,38.0,38.0,42.089104,69.0,130.0,175.0,12.0,12.0,0.0,yes,no,6.6923075,13.5,60.0,1.3461539,no,yes,black,high school dip,protestant,southern,private,single
126,342.0,male,39.0,16.0,65.0,60.0,59.0,54.0,57.0,64.44391,70.0,160.0,165.0,12.0,16.0,3.0,yes,no,17.23077,38.46,40.0,8.442307,no,no,white,other,protestant,north eastern,private,married
127,346.0,male,40.0,16.0,46.0,48.0,53.0,62.0,50.0,49.17721,69.0,160.0,180.0,12.0,8.0,2.0,yes,no,18.0,30.0,50.0,13.634615,no,yes,white,degree,catholic,western,private,divorced
128,347.0,female,39.0,17.0,54.0,55.0,50.0,62.0,59.0,54.629604,66.0,117.0,135.0,12.0,12.0,3.0,yes,no,10.0,19.23,42.0,2.5192308,yes,2.0,white,degree,catholic,north eastern,government,married
129,350.0,male,40.0,17.0,46.0,48.0,53.0,49.0,47.0,49.17721,69.0,175.0,215.0,12.0,12.0,4.0,yes,no,15.346154,30.25,40.0,16.25,no,yes,white,degree,catholic,north eastern,private,married
130,354.0,female,45.0,12.0,57.0,60.0,53.0,57.0,59.0,58.446278,64.0,120.0,133.0,12.0,12.0,4.0,yes,no,17.884615,8.55,20.0,5.6538463,no,yes,white,high school dip,catholic,north eastern,private,married
131,356.0,male,39.0,11.0,49.0,55.0,50.0,54.0,52.0,51.903408,68.0,147.0,157.0,12.0,12.0,3.0,yes,no,19.5,20.19,40.0,14.673077,yes,yes,white,none,catholic,north eastern,private,single
132,357.0,male,44.0,16.0,45.0,60.0,59.0,59.0,49.0,53.539127,68.0,180.0,205.0,12.0,13.0,3.0,yes,no,19.846153,26.04,48.0,10.019231,yes,yes,white,degree,catholic,north eastern,government,married
133,358.0,male,40.0,16.0,45.0,48.0,50.0,48.0,44.0,47.814114,72.0,205.0,220.0,12.0,14.0,3.0,yes,no,17.25,39.42,40.0,16.5,yes,yes,white,degree,catholic,north eastern,government,married
134,359.0,female,39.0,16.0,38.0,50.0,56.0,58.0,55.0,46.1784,63.0,120.0,155.0,14.0,13.0,3.0,yes,no,15.730769,31.25,40.0,10.769231,no,yes,white,degree,catholic,north eastern,private,divorced
135,360.0,female,40.0,19.0,62.0,55.0,59.0,55.0,60.0,61.44509,62.0,98.0,115.0,16.0,16.0,2.0,yes,no,6.769231,8.7,30.0,1.0192307,no,yes,white,masters,protestant,southern,government,married
136,364.0,male,42.0,16.0,64.0,56.0,59.0,58.0,57.0,62.80819,74.0,210.0,220.0,14.0,14.0,8.0,yes,no,19.096153,29.91,45.0,2.2307692,no,yes,white,degree,catholic,north eastern,private,married
137,367.0,female,42.0,16.0,59.0,59.0,56.0,56.0,40.0,60.081997,69.0,170.0,180.0,16.0,16.0,2.0,yes,no,19.846153,21.79,45.0,2.9038463,no,yes,white,degree,protestant,southern,private,single
138,368.0,female,44.0,17.0,55.0,57.0,56.0,62.0,54.0,57.3558,63.0,209.0,250.0,16.0,12.0,0.0,yes,no,14.346154,14.93,40.0,5.0576925,yes,yes,black,degree,protestant,north eastern,government,single
139,369.0,female,43.0,16.0,65.0,59.0,59.0,61.0,45.0,64.17129,65.0,125.0,126.0,12.0,19.0,1.0,yes,no,15.769231,15.0,15.0,0.7692308,no,yes,white,degree,protestant,north eastern,private,married
140,373.0,female,43.0,12.0,38.0,43.0,47.0,38.0,54.0,41.816483,60.0,120.0,135.0,4.0,4.0,2.0,yes,no,18.153847,11.0,40.0,5.730769,yes,yes,white,high school dip,catholic,north eastern,private,married
141,374.0,female,41.0,12.0,38.0,37.0,44.0,50.0,56.0,39.362907,63.0,130.0,135.0,4.0,4.0,2.0,yes,no,14.807693,16.0,40.0,9.269231,no,yes,white,high school dip,catholic,north eastern,private,married
142,375.0,male,41.0,12.0,43.0,29.0,38.0,41.0,35.0,38.27243,65.0,140.0,160.0,4.0,4.0,2.0,yes,no,20.807692,8.5,40.0,0.26923078,no,yes,white,high school dip,catholic,north eastern,private,divorced
143,379.0,female,38.0,8.0,34.0,24.0,32.0,20.0,25.0,30.366463,61.0,108.0,147.0,9.0,12.0,5.0,yes,yes,2.0961537,5.0,15.0,0.03846154,no,yes,black,none,protestant,north eastern,private,divorced
144,380.0,male,44.0,11.0,42.0,37.0,20.0,36.0,32.0,35.000996,73.0,175.0,250.0,12.0,10.0,4.0,no,no,14.038462,6.66,45.0,2.3653846,no,no,black,none,protestant,southern,private,married
145,382.0,female,43.0,13.0,35.0,28.0,38.0,33.0,42.0,33.637897,60.0,115.0,126.0,5.0,10.0,5.0,yes,yes,16.846153,13.7,40.0,2.9423077,no,yes,black,high school dip,protestant,north eastern,private,divorced
146,385.0,female,41.0,12.0,42.0,52.0,47.0,41.0,49.0,46.451015,62.0,107.0,130.0,10.0,8.0,4.0,yes,no,21.923077,19.23,39.0,12.384615,no,yes,black,high school dip,other,north eastern,private,married
147,386.0,female,40.0,12.0,42.0,59.0,56.0,57.0,54.0,50.81293,65.0,110.0,118.0,10.0,7.0,4.0,yes,no,22.346153,45.71,35.0,21.846153,yes,yes,black,high school dip,other,north eastern,government,married
148,387.0,male,39.0,12.0,39.0,24.0,20.0,26.0,27.0,29.821222,74.0,150.0,190.0,10.0,7.0,4.0,yes,no,14.076923,10.5,38.0,1.8461539,no,yes,black,high school dip,none,north eastern,private,single
149,388.0,female,39.0,15.0,53.0,61.0,56.0,54.0,50.0,57.3558,61.0,190.0,200.0,12.0,14.0,4.0,yes,no,11.903846,30.0,40.0,8.942307,no,yes,black,associate degree,catholic,north eastern,private,single
150,392.0,male,42.0,12.0,65.0,59.0,62.0,52.0,56.0,64.98915,70.0,215.0,230.0,11.0,12.0,3.0,yes,no,22.5,19.23,40.0,24.826923,no,yes,white,high school dip,catholic,north eastern,private,married
151,393.0,male,39.0,13.0,62.0,56.0,44.0,51.0,50.0,57.628418,72.0,190.0,225.0,11.0,12.0,3.0,yes,no,18.384615,25.0,50.0,3.2884614,no,yes,white,high school dip,catholic,north eastern,private,married
152,399.0,female,45.0,18.0,59.0,56.0,59.0,55.0,56.0,60.081997,63.0,125.0,145.0,12.0,10.0,2.0,yes,no,20.403847,21.82,43.0,12.615385,yes,no,white,masters,catholic,north eastern,government,divorced
153,400.0,female,41.0,16.0,65.0,61.0,62.0,61.0,68.0,65.534386,65.0,130.0,145.0,12.0,10.0,2.0,yes,no,18.0,39.66,40.0,16.76923,no,yes,white,degree,catholic,north eastern,private,divorced
154,401.0,female,41.0,12.0,42.0,43.0,50.0,46.0,46.0,44.8153,59.0,110.0,135.0,11.0,11.0,3.0,no,no,15.903846,6.81,33.0,4.7115383,no,yes,white,high school dip,protestant,north eastern,government,married
155,405.0,female,42.0,13.0,38.0,46.0,47.0,48.0,54.0,42.634342,60.0,110.0,110.0,12.0,15.0,4.0,yes,no,20.211538,12.5,40.0,2.2884614,yes,yes,white,high school dip,protestant,north eastern,government,married
156,408.0,male,41.0,12.0,66.0,57.0,62.0,53.0,52.0,64.98915,73.0,220.0,250.0,12.0,12.0,5.0,yes,no,22.788462,28.79,40.0,18.615385,yes,no,white,high school dip,catholic,north eastern,private,married
157,409.0,male,44.0,16.0,62.0,61.0,59.0,48.0,45.0,63.08081,70.0,165.0,220.0,16.0,16.0,6.0,yes,no,21.692308,48.07,40.0,3.2692308,no,yes,white,degree,protestant,southern,private,married
158,410.0,male,41.0,12.0,51.0,60.0,53.0,55.0,51.0,55.174843,71.0,195.0,240.0,12.0,12.0,5.0,no,no,19.461538,11.96,45.0,6.1346154,no,no,white,high school dip,protestant,southern,private,married
159,412.0,male,37.0,14.0,57.0,55.0,50.0,50.0,45.0,56.26532,72.0,188.0,220.0,11.0,12.0,2.0,yes,no,10.942307,15.62,40.0,3.1346154,yes,no,white,associate degree,protestant,north eastern,government,married
160,417.0,male,41.0,12.0,47.0,61.0,53.0,41.0,44.0,53.266506,72.0,170.0,210.0,12.0,16.0,1.0,yes,no,21.846153,19.23,40.0,7.3461537,yes,yes,white,high school dip,catholic,north eastern,government,married
161,418.0,female,38.0,13.0,53.0,50.0,53.0,61.0,54.0,53.539127,65.0,132.0,150.0,13.0,12.0,1.0,yes,yes,16.096153,11.25,40.0,4.6346154,no,yes,white,high school dip,catholic,north eastern,private,married
162,421.0,male,45.0,20.0,66.0,61.0,62.0,62.0,64.0,66.07963,70.0,165.0,200.0,16.0,20.0,2.0,yes,no,17.423077,32.16,55.0,17.134615,no,yes,white,other,jewish,western,government,married
163,422.0,male,43.0,19.0,66.0,61.0,59.0,62.0,63.0,65.261765,67.0,165.0,180.0,16.0,20.0,2.0,yes,no,18.384615,32.05,45.0,14.038462,no,yes,white,masters,jewish,north eastern,private,married
164,425.0,female,44.0,12.0,40.0,57.0,50.0,62.0,54.0,47.541496,64.0,182.0,200.0,14.0,12.0,6.0,yes,no,11.307693,11.97,25.0,2.7692308,no,no,white,high school dip,catholic,north eastern,private,divorced
165,431.0,female,42.0,14.0,55.0,59.0,59.0,54.0,54.0,58.7189,63.0,140.0,207.0,15.0,15.0,4.0,yes,,19.057692,9.61,40.0,0.9423077,yes,no,white,associate degree,other,north eastern,government,married
166,434.0,male,38.0,12.0,47.0,54.0,59.0,51.0,54.0,52.993885,72.0,175.0,190.0,8.0,8.0,4.0,yes,no,20.403847,18.0,40.0,13.134615,yes,yes,white,high school dip,protestant,north eastern,government,married
167,436.0,female,39.0,12.0,54.0,51.0,53.0,62.0,60.0,54.356983,60.0,125.0,150.0,12.0,12.0,3.0,yes,no,20.634615,5.76,50.0,19.634615,no,yes,white,high school dip,protestant,north eastern,self-employed,married
168,437.0,female,45.0,12.0,51.0,54.0,62.0,54.0,54.0,55.992702,64.0,151.0,205.0,8.0,10.0,5.0,yes,no,22.461538,9.25,40.0,24.692308,no,yes,white,high school dip,protestant,north eastern,private,married
169,438.0,female,39.0,13.0,64.0,54.0,53.0,49.0,54.0,60.627235,59.0,120.0,121.0,10.0,12.0,2.0,yes,no,18.442308,10.02,50.0,3.4807692,no,yes,white,high school dip,other,southern,private,divorced
170,439.0,female,41.0,16.0,58.0,56.0,59.0,60.0,66.0,59.536755,65.0,125.0,175.0,12.0,8.0,2.0,no,no,17.884615,25.1,36.0,17.307692,no,no,white,degree,other,north eastern,private,married
171,442.0,female,45.0,12.0,43.0,57.0,59.0,42.0,44.0,51.630787,64.0,134.0,160.0,12.0,8.0,1.0,yes,no,17.673077,10.88,35.0,12.115385,no,no,white,high school dip,protestant,north eastern,government,married
172,443.0,male,40.0,14.0,66.0,60.0,59.0,51.0,44.0,64.98915,69.0,145.0,160.0,16.0,14.0,1.0,no,no,16.326923,17.49,42.0,16.326923,no,no,white,high school dip,protestant,north eastern,private,married
173,445.0,male,37.0,16.0,53.0,57.0,59.0,54.0,56.0,57.08318,74.0,185.0,257.0,14.0,16.0,1.0,yes,no,13.346154,20.97,55.0,1.6923077,no,no,white,degree,protestant,north eastern,private,single
174,449.0,female,42.0,12.0,51.0,55.0,56.0,61.0,51.0,54.629604,62.0,125.0,180.0,12.0,12.0,4.0,yes,no,23.057692,12.0,28.0,3.7307692,no,yes,white,high school dip,other,north eastern,private,married
175,454.0,female,40.0,17.0,55.0,57.0,56.0,50.0,54.0,57.3558,68.0,125.0,135.0,12.0,12.0,2.0,yes,no,8.615385,8.0,40.0,0.53846157,no,yes,white,degree,catholic,north eastern,private,divorced
176,455.0,female,43.0,20.0,65.0,61.0,56.0,51.0,60.0,63.89867,65.0,118.0,123.0,12.0,12.0,2.0,yes,no,14.788462,27.77,18.0,8.923077,no,no,white,professional,catholic,north eastern,private,married
177,456.0,male,43.0,18.0,51.0,57.0,50.0,47.0,52.0,53.539127,68.0,175.0,194.0,12.0,14.0,2.0,yes,no,17.211538,17.02,48.0,2.6153846,yes,no,white,degree,protestant,north eastern,government,single
178,457.0,male,42.0,16.0,58.0,56.0,59.0,44.0,45.0,59.536755,69.0,175.0,195.0,15.0,14.0,2.0,yes,no,19.096153,19.23,50.0,8.730769,no,yes,white,degree,protestant,north eastern,private,married
179,458.0,female,40.0,18.0,64.0,59.0,56.0,62.0,60.0,62.80819,67.0,160.0,170.0,12.0,12.0,0.0,yes,no,19.23077,24.0,37.0,16.442308,yes,yes,white,masters,other,north eastern,government,married
180,460.0,female,40.0,13.0,38.0,52.0,47.0,59.0,59.0,44.27006,64.0,138.0,180.0,12.0,10.0,0.0,yes,no,19.711538,11.53,40.0,20.865385,no,yes,white,high school dip,catholic,north eastern,private,single
181,462.0,female,42.0,18.0,65.0,59.0,62.0,56.0,52.0,64.98915,69.0,150.0,180.0,16.0,14.0,0.0,yes,,15.826923,23.07,40.0,16.153847,no,no,white,masters,catholic,north eastern,private,married
182,464.0,male,42.0,14.0,59.0,55.0,62.0,62.0,64.0,60.627235,71.0,180.0,190.0,12.0,12.0,3.0,yes,no,23.01923,24.03,52.0,9.5,no,yes,white,associate degree,protestant,north eastern,private,married
183,465.0,female,38.0,12.0,65.0,55.0,53.0,53.0,55.0,61.44509,66.0,148.0,160.0,12.0,12.0,3.0,no,no,19.98077,9.5,20.0,3.6923077,no,yes,white,high school dip,catholic,north eastern,private,married
184,468.0,male,44.0,16.0,66.0,61.0,59.0,58.0,54.0,65.261765,66.0,125.0,135.0,12.0,12.0,3.0,yes,no,20.038462,34.96,44.0,20.038462,no,yes,white,degree,other,north eastern,government,married
185,469.0,male,38.0,12.0,39.0,44.0,38.0,49.0,45.0,40.180767,67.0,147.0,170.0,16.0,12.0,3.0,no,,9.788462,4.0,20.0,2.1538463,no,yes,hispanic,high school dip,protestant,north central,government,single
186,472.0,female,39.0,11.0,45.0,43.0,44.0,52.0,45.0,44.8153,66.0,130.0,128.0,12.0,12.0,4.0,no,,17.615385,7.24,35.0,0.61538464,no,yes,white,none,catholic,north central,private,divorced
187,474.0,female,41.0,12.0,42.0,44.0,56.0,42.0,41.0,46.723637,64.0,125.0,160.0,12.0,12.0,4.0,no,,17.538462,15.37,40.0,7.9038463,no,yes,white,high school dip,catholic,north central,private,divorced
188,475.0,female,38.0,12.0,40.0,35.0,38.0,53.0,48.0,38.27243,62.0,112.0,140.0,12.0,12.0,4.0,no,,17.653847,9.6,40.0,0.6730769,no,no,white,high school dip,catholic,north central,private,divorced
189,477.0,male,38.0,12.0,50.0,29.0,44.0,38.0,42.0,43.72482,72.0,145.0,200.0,8.0,12.0,2.0,no,no,12.769231,12.0,40.0,0.01923077,no,no,white,high school dip,protestant,southern,self-employed,married
190,480.0,male,44.0,18.0,53.0,54.0,56.0,51.0,44.0,55.447464,70.0,205.0,200.0,12.0,12.0,2.0,yes,no,18.73077,22.11,40.0,26.115385,yes,yes,white,masters,protestant,north central,government,married
191,481.0,male,44.0,19.0,66.0,61.0,56.0,61.0,53.0,64.44391,74.0,210.0,250.0,16.0,16.0,2.0,yes,no,18.942308,47.0,45.0,19.038462,no,yes,white,professional,protestant,southern,private,married
192,482.0,male,42.0,19.0,64.0,60.0,50.0,54.0,56.0,61.44509,74.0,180.0,192.0,16.0,16.0,2.0,yes,no,16.884615,81.82,45.0,12.846154,no,yes,white,degree,other,north central,private,married
193,485.0,female,40.0,12.0,38.0,39.0,38.0,53.0,51.0,38.27243,63.0,102.0,110.0,12.0,12.0,2.0,yes,no,18.307692,11.18,15.0,1.7692307,no,no,white,none,catholic,north central,government,married
194,486.0,male,38.0,12.0,46.0,44.0,56.0,43.0,46.0,48.904594,68.0,145.0,195.0,12.0,14.0,2.0,yes,no,19.23077,42.3,50.0,3.8653846,no,yes,white,high school dip,catholic,north central,self-employed,married
195,487.0,female,41.0,14.0,57.0,48.0,53.0,52.0,59.0,55.174843,67.0,128.0,130.0,14.0,13.0,4.0,yes,no,18.76923,19.72,39.0,3.5,no,yes,white,high school dip,catholic,north central,private,married
196,488.0,male,38.0,12.0,46.0,52.0,47.0,43.0,47.0,48.631973,68.0,179.0,190.0,15.0,14.0,4.0,yes,no,9.730769,19.23,42.0,3.8653846,yes,no,white,high school dip,catholic,southern,government,divorced
197,489.0,male,41.0,14.0,65.0,54.0,44.0,55.0,57.0,58.7189,73.0,175.0,190.0,12.0,18.0,3.0,no,no,19.557692,34.18,45.0,4.9615383,no,yes,white,high school dip,protestant,north central,private,married
198,491.0,female,42.0,12.0,45.0,33.0,29.0,52.0,34.0,37.99981,65.0,240.0,180.0,12.0,11.0,3.0,yes,no,20.615385,30.55,36.0,0.42307693,no,yes,white,high school dip,catholic,southern,private,married
199,493.0,male,37.0,13.0,59.0,46.0,47.0,52.0,54.0,54.084366,73.0,200.0,290.0,12.0,12.0,3.0,yes,no,17.192308,18.0,40.0,7.423077,no,yes,white,high school dip,catholic,north central,private,married
200,496.0,female,39.0,12.0,64.0,60.0,59.0,60.0,50.0,63.89867,68.0,150.0,195.0,12.0,12.0,6.0,yes,no,2.5961537,11.89,38.0,0.34615386,no,yes,white,high school dip,catholic,southern,government,single
201,499.0,female,41.0,12.0,42.0,51.0,47.0,55.0,54.0,46.1784,62.0,122.0,160.0,10.0,11.0,4.0,yes,no,18.653847,14.98,38.0,2.5769231,yes,yes,white,high school dip,catholic,north central,government,married
202,501.0,female,38.0,19.0,53.0,61.0,62.0,47.0,47.0,58.991516,65.0,160.0,170.0,12.0,12.0,2.0,yes,no,11.903846,16.45,40.0,10.826923,yes,yes,white,masters,catholic,southern,government,married
203,502.0,male,42.0,12.0,61.0,54.0,56.0,59.0,54.0,59.809376,71.0,160.0,170.0,16.0,12.0,3.0,yes,no,23.423077,31.15,50.0,21.51923,no,yes,white,high school dip,protestant,north eastern,private,divorced
204,505.0,male,42.0,12.0,45.0,48.0,38.0,60.0,54.0,44.54268,71.0,195.0,195.0,12.0,12.0,3.0,no,no,16.557692,5.9,38.0,1.3653846,no,yes,white,high school dip,catholic,north central,private,single
205,506.0,female,42.0,16.0,45.0,52.0,53.0,52.0,52.0,49.72245,62.0,130.0,180.0,12.0,14.0,3.0,yes,no,19.076923,16.82,40.0,3.3461537,yes,yes,white,degree,catholic,north central,private,single
206,520.0,male,44.0,16.0,40.0,46.0,41.0,44.0,50.0,42.089104,71.0,185.0,225.0,12.0,8.0,7.0,yes,no,20.288462,17.62,60.0,0.6923077,no,yes,black,degree,protestant,north central,private,married
207,527.0,female,44.0,13.0,54.0,60.0,59.0,61.0,37.0,58.446278,63.0,120.0,125.0,13.0,20.0,2.0,yes,no,22.826923,17.94,45.0,6.1538463,no,yes,white,high school dip,protestant,north central,private,divorced
208,528.0,female,38.0,12.0,43.0,41.0,44.0,55.0,57.0,43.17958,62.0,113.0,120.0,12.0,12.0,2.0,no,no,15.576923,30.76,50.0,9.5,no,no,white,high school dip,catholic,north central,private,married
209,530.0,female,45.0,9.0,39.0,35.0,44.0,35.0,56.0,39.362907,66.0,131.0,150.0,5.0,8.0,1.0,no,no,6.326923,6.1,40.0,1.0,yes,no,white,none,protestant,north central,private,married
210,533.0,female,42.0,14.0,47.0,55.0,62.0,52.0,56.0,54.084366,59.0,129.0,163.0,12.0,12.0,3.0,yes,no,12.692307,10.46,40.0,0.09615385,no,yes,white,high school dip,protestant,north central,government,married
211,536.0,female,41.0,10.0,32.0,31.0,29.0,23.0,29.0,30.366463,66.0,190.0,240.0,8.0,7.0,9.0,no,no,13.75,6.5,30.0,0.26923078,no,yes,white,none,protestant,north central,private,single
212,540.0,male,39.0,12.0,42.0,35.0,41.0,62.0,47.0,40.180767,69.0,175.0,230.0,8.0,8.0,3.0,yes,no,16.73077,16.25,40.0,0.46153846,no,yes,white,high school dip,none,western,private,married
213,544.0,female,41.0,12.0,36.0,48.0,53.0,52.0,60.0,43.72482,68.0,155.0,216.0,12.0,11.0,1.0,yes,no,20.173077,17.75,40.0,10.096154,no,yes,white,high school dip,catholic,north central,private,married
214,547.0,male,44.0,11.0,50.0,48.0,56.0,41.0,35.0,52.17603,69.0,230.0,225.0,9.0,16.0,5.0,yes,no,21.576923,21.73,50.0,1.7115384,no,no,white,none,protestant,north central,private,married
215,549.0,male,41.0,12.0,46.0,54.0,44.0,52.0,50.0,48.359352,69.0,152.0,170.0,12.0,16.0,3.0,yes,,22.153847,23.5,45.0,1.6153846,yes,yes,white,high school dip,protestant,north central,private,married
216,550.0,female,43.0,12.0,59.0,61.0,56.0,51.0,56.0,60.627235,66.0,130.0,175.0,14.0,16.0,2.0,yes,no,13.0,11.11,45.0,3.7307692,no,yes,white,high school dip,none,north central,government,married
217,558.0,female,39.0,17.0,57.0,56.0,56.0,62.0,63.0,58.173656,65.0,120.0,125.0,12.0,15.0,3.0,yes,no,14.807693,12.3,50.0,14.596154,yes,yes,white,degree,catholic,north central,government,married
218,559.0,male,41.0,16.0,64.0,60.0,59.0,60.0,52.0,63.89867,70.0,165.0,200.0,12.0,16.0,4.0,yes,no,16.096153,30.28,40.0,5.230769,no,yes,white,degree,catholic,north central,private,married
219,562.0,male,40.0,20.0,54.0,54.0,53.0,56.0,47.0,55.174843,69.0,163.0,168.0,12.0,13.0,1.0,yes,no,14.923077,17.34,54.0,4.923077,no,yes,white,masters,protestant,north central,government,married
220,570.0,male,38.0,16.0,66.0,60.0,59.0,62.0,67.0,64.98915,66.0,145.0,180.0,12.0,12.0,4.0,yes,no,17.365385,22.43,60.0,5.6153846,no,yes,white,degree,protestant,north central,private,married
221,571.0,male,37.0,13.0,58.0,55.0,47.0,49.0,56.0,55.992702,75.0,265.0,285.0,12.0,16.0,3.0,yes,,19.326923,18.6,48.0,7.5576925,no,yes,white,high school dip,catholic,north central,private,married
222,573.0,male,40.0,17.0,58.0,52.0,56.0,54.0,49.0,57.628418,72.0,155.0,160.0,14.0,16.0,1.0,yes,,17.346153,11.0,40.0,21.788462,no,yes,white,masters,protestant,north central,private,married
223,582.0,female,43.0,16.0,61.0,61.0,59.0,35.0,53.0,62.535572,60.0,98.0,115.0,17.0,20.0,2.0,yes,no,18.25,13.78,60.0,5.8076925,no,yes,white,degree,other,north central,government,divorced
224,583.0,male,44.0,13.0,62.0,57.0,56.0,54.0,55.0,61.172474,73.0,208.0,266.0,12.0,15.0,1.0,yes,no,19.942308,28.79,40.0,10.557693,no,yes,white,high school dip,none,north central,private,divorced
225,584.0,male,42.0,10.0,49.0,44.0,56.0,41.0,45.0,50.54031,67.0,160.0,165.0,12.0,11.0,3.0,yes,no,17.23077,9.4,40.0,3.8076923,no,yes,white,none,protestant,southern,private,divorced
226,585.0,female,39.0,9.0,39.0,43.0,44.0,51.0,27.0,41.543865,61.0,110.0,115.0,12.0,12.0,3.0,yes,no,8.653846,10.4,25.0,5.8076925,no,yes,white,none,protestant,north central,private,married
227,591.0,female,38.0,14.0,61.0,56.0,62.0,47.0,54.0,61.990334,63.0,115.0,122.0,12.0,16.0,2.0,yes,no,18.25,16.41,41.0,1.4807693,no,yes,hispanic,high school dip,catholic,north central,government,divorced
228,600.0,male,41.0,16.0,64.0,43.0,44.0,62.0,60.0,55.174843,67.0,150.0,150.0,16.0,16.0,3.0,yes,no,15.326923,29.8,40.0,3.8269231,no,yes,white,degree,none,north central,private,married
229,605.0,male,39.0,12.0,53.0,50.0,50.0,38.0,57.0,52.721268,73.0,200.0,228.0,11.0,12.0,5.0,yes,no,20.038462,20.0,48.0,18.096153,no,yes,white,high school dip,catholic,north central,private,divorced
230,606.0,male,38.0,13.0,46.0,56.0,56.0,51.0,54.0,52.17603,74.0,270.0,260.0,11.0,14.0,5.0,yes,no,18.288462,20.67,40.0,9.0,no,yes,white,degree,catholic,north central,private,married
231,608.0,female,42.0,16.0,57.0,59.0,62.0,62.0,69.0,60.627235,63.0,148.0,180.0,14.0,16.0,7.0,yes,no,13.903846,17.52,24.0,7.8076925,no,yes,white,degree,catholic,north central,private,married
232,611.0,female,43.0,16.0,59.0,54.0,59.0,53.0,61.0,59.536755,64.0,120.0,130.0,12.0,12.0,8.0,yes,no,19.326923,21.5,40.0,7.4423075,no,yes,white,degree,catholic,north central,government,divorced
233,613.0,male,39.0,12.0,50.0,43.0,41.0,40.0,44.0,46.723637,69.0,145.0,165.0,16.0,12.0,1.0,yes,no,21.423077,21.0,55.0,16.096153,no,yes,white,high school dip,none,north central,private,married
234,615.0,female,41.0,11.0,45.0,34.0,23.0,49.0,47.0,36.63671,59.0,130.0,165.0,9.0,9.0,3.0,no,no,9.788462,8.7,34.0,5.8076925,no,yes,white,none,protestant,north central,private,married
